model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
S_HouseConstruction-PT-010_LTLS_13_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_15_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_1_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_2_T_,tgba,6085611,6085611,22231735,1,1:6085611-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_3_T_,tgba,88440,88440,240867,1,1:88440-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_4_T_,tgba,22172488,22172488,102079900,1,1:22172488-,1,0,0,0,yes
S_HouseConstruction-PT-010_LTLS_6_T_,tgba,2571998,2571998,9772620,1,1:2571998-,1,0,0,0,yes
S_HouseConstruction-PT-020_LTLS_10_T_,tgba,6230609,6230609,20906589,1,1:6230609-,1,0,0,0,yes
S_HouseConstruction-PT-020_LTLS_13_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
S_HouseConstruction-PT-020_LTLS_2_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
S_HouseConstruction-PT-020_LTLS_3_T_,tgba,21021,21021,45815,1,1:21021-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLC_3_T_,tgba,631176,631176,1486225,1,1:631176-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLF_13_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_0_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_12_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_14_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_1_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_5_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-050_LTLS_9_T_,tgba,2601,2601,3825,1,1:2601-,1,0,0,0,yes
S_HouseConstruction-PT-100_LTLF_13_T_,tgba,9191101,9191101,22278075,3,1:9191101-,1,0,0,0,yes
S_HouseConstruction-PT-100_LTLS_5_T_,tgba,9191101,9191101,22278075,1,1:9191101-,1,0,0,0,yes
S_HouseConstruction-PT-100_LTLS_7_T_,tgba,10201,10201,15150,1,1:10201-,1,0,0,0,yes
S_HouseConstruction-PT-100_LTLS_9_T_,tgba,10201,10201,15150,1,1:10201-,1,0,0,0,yes
S_HouseConstruction-PT-200_LTLF_7_T_,tgba,40401,40401,60300,1,1:40401-,1,0,0,0,yes
S_HouseConstruction-PT-200_LTLS_5_T_,tgba,40401,40401,60300,1,1:40401-,1,0,0,0,yes
S_HouseConstruction-PT-500_LTLS_14_T_,tgba,251001,251001,375750,1,1:251001-,1,0,0,0,yes
S_HouseConstruction-PT-500_LTLS_4_T_,tgba,1001,1001,1000,1,1:1001-,1,0,0,0,yes
S_HouseConstruction-PT-500_LTLS_7_T_,tgba,251001,251001,375750,1,1:251001-,1,0,0,0,yes
SimpleLoadBal-PT-05_LTLF_0_T_,tgba,82897,199072,1199524,2,116176:1-1:82896-,116176,116176,116176,116176,yes
SimpleLoadBal-PT-05_LTLF_13_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
SimpleLoadBal-PT-05_LTLF_6_T_,tgba,94071,210246,1199442,2,116176:1-1:94070-,116176,116176,116176,116176,yes
SimpleLoadBal-PT-05_LTLF_8_T_,tgba,94071,210246,1199442,2,116176:1-1:94070-,116176,116176,116176,116176,yes
SimpleLoadBal-PT-05_LTLS_13_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
SimpleLoadBal-PT-05_LTLS_14_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
SimpleLoadBal-PT-05_LTLS_7_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
SimpleLoadBal-PT-10_LTLC_11_T_,tgba,6894316,6894316,10577060,3,1:6894316-,1,0,0,0,yes
SimpleLoadBal-PT-10_LTLS_9_T_,tgba,6894316,6894316,10577060,1,1:6894316-,1,0,0,0,yes
S_LamportFastMutEx-PT-3_LTLC_5_T_,tgba,9,19742,58272,4,19734:1-1:8-,19734,19734,19734,0,yes
Solitaire-PT-SqrNC5x5_LTLC_13_T_,tgba,5757127,5757127,25843162,2,1:5757127-,1,0,0,0,yes
S_Peterson-PT-2_LTLC_1_T_,tgba,3593,20754,62262,2,2142:1-2112:1-529:1-28:42-16:12-11:92-8:46-7:838-4:1599-1:961-,2142,4254,0,0,yes
S_Philosophers-PT-000010_LTLC_4_T_,tgba,3,59049,459272,2,59047:1-1:2-,59047,59047,59047,0,yes
S_ResAllocation-PT-R015C002_LTLC_3_T_,tgba,32768,32768,81920,2,1:32768-,1,0,0,0,yes
S_ResAllocation-PT-R020C002_LTLC_4_T_,tgba,1048576,1048576,3276800,1,1:1048576-,1,0,0,0,yes
S_RwMutex-PT-r0020w0010_LTLC_3_T_,tgba,1,1048586,20971540,1,1048586:1-1:0-,1048586,1048586,1048586,1048586,yes
S_SimpleLoadBal-PT-05_LTLF_0_T_,tgba,82897,199072,1199524,2,116176:1-1:82896-,116176,116176,116176,116176,yes
S_SimpleLoadBal-PT-05_LTLF_13_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
S_SimpleLoadBal-PT-05_LTLF_6_T_,tgba,94071,210246,1199442,2,116176:1-1:94070-,116176,116176,116176,116176,yes
S_SimpleLoadBal-PT-05_LTLF_8_T_,tgba,94071,210246,1199442,2,116176:1-1:94070-,116176,116176,116176,116176,yes
S_SimpleLoadBal-PT-05_LTLS_13_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
S_SimpleLoadBal-PT-05_LTLS_14_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
S_SimpleLoadBal-PT-05_LTLS_7_T_,tgba,29014,29014,96590,1,1:29014-,1,0,0,0,yes
S_SimpleLoadBal-PT-10_LTLC_11_T_,tgba,6894316,6894316,10577060,3,1:6894316-,1,0,0,0,yes
S_SimpleLoadBal-PT-10_LTLS_9_T_,tgba,6894316,6894316,10577060,1,1:6894316-,1,0,0,0,yes
S_Solitaire-PT-SqrNC5x5_LTLC_13_T_,tgba,5757127,5757127,25843162,2,1:5757127-,1,0,0,0,yes
S_TokenRing-PT-010_LTLC_0_T_,tgba,58785,58905,294050,2,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_10_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_11_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_13_T_,tgba,58785,58905,294050,3,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_1_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_4_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_5_T_,tgba,58785,58905,294050,2,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLC_6_T_,tgba,58785,58905,294050,4,121:1-1:58784-,121,0,0,0,yes
S_TokenRing-PT-010_LTLF_9_T_,tgba,58786,58786,293930,2,1:58786-,1,0,0,0,yes
S_TokenRing-PT-010_LTLS_0_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
S_TokenRing-PT-010_LTLS_10_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
S_TokenRing-PT-010_LTLS_13_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
S_TokenRing-PT-010_LTLS_15_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
SwimmingPool-PT-01_LTLF_10_T_,tgba,74170,163790,774559,7,89621:1-1:74169-,89621,89621,89621,0,yes
SwimmingPool-PT-01_LTLF_14_T_,tgba,46453,46453,122641,2,1:46453-,1,0,0,0,yes
SwimmingPool-PT-01_LTLF_2_T_,tgba,48739,138359,706820,2,89621:1-1:48738-,89621,89621,89621,0,yes
SwimmingPool-PT-01_LTLF_8_T_,tgba,46863,136483,671680,2,89621:1-1:46862-,89621,89621,89621,0,yes
SwimmingPool-PT-01_LTLS_12_T_,tgba,12766,12766,28970,1,1:12766-,1,0,0,0,yes
SwimmingPool-PT-01_LTLS_13_T_,tgba,46453,46453,122641,1,1:46453-,1,0,0,0,yes
SwimmingPool-PT-01_LTLS_5_T_,tgba,46453,46453,122641,1,1:46453-,1,0,0,0,yes
SwimmingPool-PT-01_LTLS_6_T_,tgba,46453,46453,122641,1,1:46453-,1,0,0,0,yes
SwimmingPool-PT-01_LTLS_9_T_,tgba,46453,46453,122641,1,1:46453-,1,0,0,0,yes
SwimmingPool-PT-02_LTLF_11_T_,tgba,1102255,4510285,26125824,2,3408031:1-1:1102254-,3408031,3408031,3408031,3408031,yes
SwimmingPool-PT-02_LTLF_14_T_,tgba,1155977,4564007,25790268,2,3408031:1-1:1155976-,3408031,3408031,3408031,3408031,yes
SwimmingPool-PT-02_LTLF_2_T_,tgba,1155977,4564007,25790268,2,3408031:1-1:1155976-,3408031,3408031,3408031,3408031,yes
SwimmingPool-PT-02_LTLF_3_T_,tgba,12131,12131,23380,1,1:12131-,1,0,0,0,yes
SwimmingPool-PT-02_LTLF_8_T_,tgba,1156377,4564407,26421596,2,3408031:1-1:1156376-,3408031,3408031,3408031,3408031,yes
SwimmingPool-PT-02_LTLS_0_T_,tgba,170281,170281,405365,1,1:170281-,1,0,0,0,yes
SwimmingPool-PT-02_LTLS_15_T_,tgba,170281,170281,405365,1,1:170281-,1,0,0,0,yes
SwimmingPool-PT-02_LTLS_2_T_,tgba,1102255,1102255,3098007,1,1:1102255-,1,0,0,0,yes
SwimmingPool-PT-02_LTLS_3_T_,tgba,170281,170281,405365,1,1:170281-,1,0,0,0,yes
SwimmingPool-PT-02_LTLS_5_T_,tgba,1102255,1102255,3098007,1,1:1102255-,1,0,0,0,yes
SwimmingPool-PT-02_LTLS_9_T_,tgba,12131,12131,23380,1,1:12131-,1,0,0,0,yes
SwimmingPool-PT-03_LTLF_0_T_,tgba,7912790,40122145,244691827,2,32209356:1-1:7912789-,32209356,32209356,32209356,32209356,yes
SwimmingPool-PT-03_LTLF_10_T_,tgba,7580362,39789717,238124307,2,32209356:1-1:7580361-,32209356,32209356,32209356,32209356,yes
SwimmingPool-PT-03_LTLF_3_T_,tgba,7544532,39753887,242619119,2,32209356:1-1:7544531-,32209356,32209356,32209356,32209356,yes
SwimmingPool-PT-03_LTLF_4_T_,tgba,2849180,35058535,215167767,2,32209356:1-1:2849179-,32209356,32209356,32209356,32209356,yes
SwimmingPool-PT-03_LTLF_5_T_,tgba,7875010,40084365,244691812,2,32209356:1-1:7875009-,32209356,32209356,32209356,32209356,yes
SwimmingPool-PT-03_LTLF_7_T_,tgba,39246,39246,76570,2,1:39246-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_0_T_,tgba,809921,809921,1959560,1,1:809921-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_11_T_,tgba,2791,2791,4125,1,1:2791-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_14_T_,tgba,809921,809921,1959560,1,1:809921-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_2_T_,tgba,39246,39246,76570,1,1:39246-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_5_T_,tgba,2791,2791,4125,1,1:2791-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_7_T_,tgba,7544532,7544532,21664348,1,1:7544532-,1,0,0,0,yes
SwimmingPool-PT-03_LTLS_8_T_,tgba,2791,2791,4125,1,1:2791-,1,0,0,0,yes
SwimmingPool-PT-04_LTLF_15_T_,tgba,2480311,2480311,6050055,2,1:2480311-,1,0,0,0,yes
SwimmingPool-PT-04_LTLF_4_T_,tgba,30158534,30158534,87544289,1,1:30158534-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_0_T_,tgba,30158534,30158534,87544289,1,1:30158534-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_10_T_,tgba,2480311,2480311,6050055,1,1:2480311-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_13_T_,tgba,91061,91061,178760,1,1:91061-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_2_T_,tgba,30158534,30158534,87544289,1,1:30158534-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_3_T_,tgba,2480311,2480311,6050055,1,1:2480311-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_7_T_,tgba,2480311,2480311,6050055,1,1:2480311-,1,0,0,0,yes
SwimmingPool-PT-04_LTLS_8_T_,tgba,2480311,2480311,6050055,1,1:2480311-,1,0,0,0,yes
SwimmingPool-PT-05_LTLF_0_T_,tgba,7750,7750,11870,3,1:7750-,1,0,0,0,yes
SwimmingPool-PT-05_LTLF_10_T_,tgba,7651,7651,11375,1,1:7651-,1,0,0,0,yes
SwimmingPool-PT-05_LTLF_1_T_,tgba,175576,175576,345950,1,1:175576-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_10_T_,tgba,5941326,5941326,14563475,1,1:5941326-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_13_T_,tgba,5941326,5941326,14563475,1,1:5941326-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_15_T_,tgba,7651,7651,11375,1,1:7651-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_3_T_,tgba,7651,7651,11375,1,1:7651-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_5_T_,tgba,7651,7651,11375,1,1:7651-,1,0,0,0,yes
SwimmingPool-PT-05_LTLS_8_T_,tgba,7651,7651,11375,1,1:7651-,1,0,0,0,yes
SwimmingPool-PT-06_LTLF_6_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_11_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_12_T_,tgba,10981,10981,16350,1,1:10981-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_14_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_15_T_,tgba,10981,10981,16350,1,1:10981-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_1_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_2_T_,tgba,12164091,12164091,29914570,1,1:12164091-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_3_T_,tgba,12164091,12164091,29914570,1,1:12164091-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_6_T_,tgba,10981,10981,16350,1,1:10981-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_8_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-06_LTLS_9_T_,tgba,300791,300791,594140,1,1:300791-,1,0,0,0,yes
SwimmingPool-PT-07_LTLF_2_T_,tgba,474706,474706,939330,1,1:474706-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_0_T_,tgba,474706,474706,939330,1,1:474706-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_11_T_,tgba,22330981,22330981,55046215,1,1:22330981-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_13_T_,tgba,474706,474706,939330,1,1:474706-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_14_T_,tgba,474706,474706,939330,1,1:474706-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_5_T_,tgba,14911,14911,22225,1,1:14911-,1,0,0,0,yes
SwimmingPool-PT-07_LTLS_6_T_,tgba,22330981,22330981,55046215,1,1:22330981-,1,0,0,0,yes
SwimmingPool-PT-08_LTLF_0_T_,tgba,705321,705321,1397520,2,1:705321-,1,0,0,0,yes
SwimmingPool-PT-08_LTLF_8_T_,tgba,19441,19441,29000,2,1:19441-,1,0,0,0,yes
SwimmingPool-PT-09_LTLS_11_T_,tgba,1000636,1000636,1984710,1,1:1000636-,1,0,0,0,yes
SwimmingPool-PT-09_LTLS_12_T_,tgba,24571,24571,36675,1,1:24571-,1,0,0,0,yes
SwimmingPool-PT-09_LTLS_15_T_,tgba,1000636,1000636,1984710,1,1:1000636-,1,0,0,0,yes
SwimmingPool-PT-09_LTLS_2_T_,tgba,1000636,1000636,1984710,1,1:1000636-,1,0,0,0,yes
SwimmingPool-PT-09_LTLS_6_T_,tgba,24571,24571,36675,1,1:24571-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_10_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_15_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_1_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_7_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_8_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
SwimmingPool-PT-10_LTLS_9_T_,tgba,30301,30301,45250,1,1:30301-,1,0,0,0,yes
TokenRing-PT-010_LTLC_0_T_,tgba,58785,58905,294050,2,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_10_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_11_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_13_T_,tgba,58785,58905,294050,3,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_1_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_4_T_,tgba,58785,58905,294050,1,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_5_T_,tgba,58785,58905,294050,2,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLC_6_T_,tgba,58785,58905,294050,4,121:1-1:58784-,121,0,0,0,yes
TokenRing-PT-010_LTLF_9_T_,tgba,58786,58786,293930,2,1:58786-,1,0,0,0,yes
TokenRing-PT-010_LTLS_10_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
TokenRing-PT-010_LTLS_13_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
TokenRing-PT-010_LTLS_15_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
TokenRing-PT-010_LTLS_2_T_,tgba,58786,58786,293930,1,1:58786-,1,0,0,0,yes
