model,buchi,sccs,allstates,alltrans,buchisize,scclist,largest_scc,scc1k,scc10k,scc100k,persistence
fischer.3_F_06,tgba,1628554,4525258,25482542,2,2896705:1-1:1628553-,2896705,2896705,2896705,2896705,yes
fischer.3_T_03,tgba,1,2896705,12280586,1,2896705:1-1:0-,2896705,2896705,2896705,2896705,no
fischer.3_T_04,tgba,115821,5526664,34406697,2,2896705:1-2514140:1-1:115819-,2896705,5410845,5410845,5410845,yes
fischer.4_F_01,tgba,1,1485141,5399847,2,1485141:1-1:0-,1485141,1485141,1485141,1485141,no
fischer.4_F_02,tgba,81065,2544443,10742345,2,1272254:1-1191126:1-1:81063-,1272254,2463380,2463380,2463380,yes
fischer.4_F_05,tgba,1,1272254,4609671,1,1272254:1-1:0-,1272254,1272254,1272254,1272254,no
fischer.4_F_06,tgba,1272248,2544501,13777038,2,1272254:1-1:1272247-,1272254,1272254,1272254,1272254,yes
fischer.4_T_03,tgba,1,1272254,4609671,1,1272254:1-1:0-,1272254,1272254,1272254,1272254,no
fischer.4_T_04,tgba,81129,2544507,13821588,2,1272254:1-1191126:1-1:81127-,1272254,2463380,2463380,2463380,yes
fischer.5_F_01,tgba,1,112630679,574504597,2,112630679:1-1:0-,112630679,112630679,112630679,112630679,no
fischer.5_F_05,tgba,1,101028339,534388090,1,101028339:1-1:0-,101028339,101028339,101028339,101028339,no
fischer.5_T_03,tgba,1,101028339,477823470,1,101028339:1-1:0-,101028339,101028339,101028339,101028339,no
fischer.6_F_01,tgba,1,9688489,38936034,2,9688489:1-1:0-,9688489,9688489,9688489,9688489,no
fischer.6_F_02,tgba,399120,16643327,78124126,2,8321728:1-7922481:1-1:399118-,8321728,16244209,16244209,16244209,yes
fischer.6_F_05,tgba,1,8321728,33454191,1,8321728:1-1:0-,8321728,8321728,8321728,8321728,no
fischer.6_F_06,tgba,8321721,16643448,100162173,2,8321728:1-1:8321720-,8321728,8321728,8321728,8321728,yes
fischer.6_T_03,tgba,1,8321728,33454191,1,8321728:1-1:0-,8321728,8321728,8321728,8321728,no
fischer.6_T_04,tgba,399248,16643455,100337523,2,8321728:1-7922481:1-1:399246-,8321728,16244209,16244209,16244209,yes
iprotocol.1_F_01,tgba,1390,6858,22648,2,504:4-140:2-136:4-132:2-90:10-52:4-34:12-12:16-10:6-8:8-4:174-2:78-1:1070-,504,0,0,0,yes
iprotocol.1_F_02,tgba,170,1022,2788,1,140:2-132:2-90:2-12:4-10:2-4:22-2:6-1:130-,140,0,0,0,yes
iprotocol.1_F_03,tgba,1346,6814,22512,1,504:4-140:2-136:4-132:2-90:10-52:4-34:12-12:16-10:6-8:8-4:174-2:78-1:1026-,504,0,0,0,no
iprotocol.1_F_04,tgba,2124,10752,44880,2,504:6-140:4-136:6-132:4-90:16-52:6-34:18-12:26-10:10-8:12-4:272-2:120-1:1624-,504,0,0,0,yes
iprotocol.1_F_05,tgba,5939,25689,137939,4,504:8-144:12-140:4-136:16-132:4-90:28-77:2-73:2-52:28-51:10-50:2-46:2-34:36-24:10-12:96-10:36-8:44-4:818-2:306-1:4475-,504,0,0,0,no
iprotocol.1_F_06,tgba,2083,10657,34652,2,504:6-140:4-136:6-132:4-90:16-52:6-34:18-12:26-10:8-8:12-4:262-2:114-1:1601-,504,0,0,0,no
iprotocol.2_F_01,tgba,6104,30038,100625,2,881:4-829:8-163:10-157:12-155:10-105:26-60:12-40:48-14:34-12:22-10:22-8:24-4:726-2:246-1:4900-,881,0,0,0,yes
iprotocol.2_F_02,tgba,184,1162,3209,1,163:2-155:2-105:2-14:2-12:2-10:2-4:22-2:6-1:144-,163,0,0,0,yes
iprotocol.2_F_03,tgba,6060,29994,100489,1,881:4-829:8-163:10-157:12-155:10-105:26-60:12-40:48-14:34-12:22-10:22-8:24-4:726-2:246-1:4856-,881,0,0,0,no
iprotocol.2_F_04,tgba,9290,45680,189807,2,881:6-829:12-163:16-157:18-155:16-105:40-60:18-40:72-14:52-12:34-10:34-8:36-4:1100-2:372-1:7464-,881,0,0,0,yes
iprotocol.2_F_05,tgba,27876,116200,630888,4,881:8-829:16-190:16-178:32-163:28-157:48-155:28-105:76-90:10-86:10-60:122-58:10-54:10-40:144-28:26-14:276-12:76-10:144-8:144-4:3682-2:978-1:21992-,881,0,0,0,no
iprotocol.2_F_06,tgba,9245,45581,150104,2,881:6-829:12-163:16-157:18-155:16-105:40-60:18-40:72-14:52-12:34-10:32-8:36-4:1090-2:366-1:7437-,881,0,0,0,no
iprotocol.3_F_01,tgba,244280,1013638,3413328,2,2196:24-1936:28-1919:24-1811:32-1789:28-1713:32-1505:12-1417:12-1409:16-1321:16-650:24-373:56-346:28-260:12-244:12-242:16-239:52-226:16-209:110-207:56-201:152-199:88-135:178-93:56-92:28-76:144-74:52-72:184-70:52-56:56-52:536-50:54-48:140-46:404-18:622-12:372-11:110-10:372-8:596-4:24804-2:2526-1:212148-,2196,394572,0,0,yes
iprotocol.3_F_02,tgba,1510,5816,16124,1,209:6-201:8-135:2-74:4-70:4-50:2-18:6-12:4-11:2-10:4-8:4-4:96-2:6-1:1362-,209,0,0,0,yes
iprotocol.3_F_03,tgba,244098,1013456,3412754,1,2196:24-1936:28-1919:24-1811:32-1789:28-1713:32-1505:12-1417:12-1409:16-1321:16-650:24-373:56-346:28-260:12-244:12-242:16-239:52-226:16-209:110-207:56-201:152-199:88-135:178-93:56-92:28-76:144-74:52-72:184-70:52-56:56-52:536-50:54-48:140-46:404-18:622-12:372-11:110-10:372-8:596-4:24804-2:2526-1:211966-,2196,394572,0,0,no
iprotocol.3_F_04,tgba,371647,1527837,6341629,2,2196:36-1936:42-1919:36-1811:48-1789:42-1713:48-1505:18-1417:18-1409:24-1321:24-650:36-373:84-346:42-260:18-244:18-242:24-239:78-226:24-209:168-207:84-201:232-199:132-135:268-93:84-92:42-76:216-74:80-72:276-70:80-56:84-52:804-50:82-48:210-46:606-18:936-12:560-11:166-10:560-8:896-4:37254-2:3792-1:323375-,2196,591858,0,0,yes
iprotocol.3_F_05,tgba,1132117,3960483,21629985,4,2196:48-1936:56-1919:48-1811:64-1789:56-1713:64-1505:24-1417:24-1409:32-1321:32-650:96-373:224-346:112-314:48-298:32-272:240-260:96-258:336-256:160-246:192-244:96-242:128-239:184-226:128-209:324-207:168-201:448-199:352-135:532-134:80-116:110-114:128-112:152-93:168-92:680-78:178-76:1272-74:314-72:920-70:356-56:280-52:1608-50:132-48:448-46:1212-36:178-18:5764-12:1364-11:328-10:3116-8:3320-4:130064-2:10098-1:965503-,2196,789144,0,0,no
iprotocol.3_F_06,tgba,367892,1518732,5014839,2,2196:36-1936:42-1919:36-1811:48-1789:42-1713:48-1505:18-1417:18-1409:24-1321:24-650:36-373:84-346:42-260:18-244:18-242:24-239:78-226:24-209:168-207:84-201:232-199:132-135:268-93:84-92:42-76:188-74:80-72:276-70:80-56:84-52:804-50:82-48:210-46:606-18:936-12:560-11:166-10:522-8:802-4:36506-2:3786-1:320534-,2196,591858,0,0,no
iprotocol.4_F_01,tgba,1037951,3291481,11073072,2,4367:28-4201:28-3548:28-3209:60-3065:32-3051:20-2878:20-2712:20-2679:20-2245:12-2209:36-2057:24-2029:8-794:104-490:20-455:132-332:40-330:40-318:60-316:24-294:40-293:120-291:80-284:16-255:158-253:152-247:346-165:154-153:40-113:160-112:276-90:180-88:600-86:286-64:928-62:56-60:528-58:744-56:124-54:700-52:872-22:1020-12:1062-11:552-10:1564-8:2220-4:104428-2:4558-1:915231-,4367,1028332,0,0,yes
iprotocol.4_F_02,tgba,6258,23516,65801,1,255:14-247:26-165:2-90:20-86:30-60:12-22:20-12:6-11:8-10:8-8:24-4:376-2:6-1:5706-,255,0,0,0,yes
iprotocol.4_F_03,tgba,1037386,3290916,11071177,1,4367:28-4201:28-3548:28-3209:60-3065:32-3051:20-2878:20-2712:20-2679:20-2245:12-2209:36-2057:24-2029:8-794:104-490:20-455:132-332:40-330:40-318:60-316:24-294:40-293:120-291:80-284:16-255:158-253:152-247:346-165:154-153:40-113:160-112:276-90:180-88:600-86:286-64:928-62:56-60:528-58:744-56:124-54:700-52:872-22:1020-12:1062-11:552-10:1564-8:2220-4:104428-2:4558-1:914666-,4367,1028332,0,0,no
iprotocol.4_F_04,tgba,1574651,4963575,20586405,2,4367:42-4201:42-3548:42-3209:90-3065:48-3051:30-2878:30-2712:30-2679:30-2245:18-2209:54-2057:36-2029:12-794:156-490:30-455:198-332:60-330:60-318:90-316:36-294:60-293:180-291:120-284:24-255:244-253:228-247:532-165:232-153:60-113:240-112:414-90:280-88:900-86:444-64:1392-62:84-60:798-58:1116-56:186-54:1050-52:1308-22:1540-12:1596-11:832-10:2350-8:3342-4:156830-2:6840-1:1390295-,4367,1542498,0,0,yes
iprotocol.4_F_05,tgba,4533598,12837974,70073386,4,4367:56-4201:56-3548:56-3209:120-3065:64-3051:40-2878:40-2712:40-2679:40-2245:24-2209:72-2057:48-2029:16-794:416-490:80-455:528-396:144-382:40-380:32-368:12-344:1008-336:8-332:400-330:360-328:224-318:396-316:132-294:264-293:416-291:320-284:88-255:460-253:456-247:1012-165:460-164:236-153:120-142:158-140:536-138:346-113:480-112:3536-96:154-90:858-88:3288-86:1460-64:2784-62:112-60:1684-58:2232-56:248-54:2224-52:2616-44:154-22:10582-12:3752-11:1648-10:10902-8:11400-4:511316-2:18226-1:3934618-,4367,2056664,0,0,no
iprotocol.4_F_06,tgba,1566514,4947008,16333203,2,4367:42-4201:42-3548:42-3209:90-3065:48-3051:30-2878:30-2712:30-2679:30-2245:18-2209:54-2057:36-2029:12-794:156-490:30-455:198-332:60-330:60-318:90-316:36-294:60-293:180-291:120-284:24-255:244-253:228-247:532-165:232-153:60-113:240-112:404-90:280-88:880-86:444-64:1392-62:84-60:798-58:1116-56:186-54:1050-52:1308-22:1540-12:1596-11:832-10:2266-8:3318-4:155280-2:6834-1:1383852-,4367,1542498,0,0,no
iprotocol.5_F_01,tgba,11020558,31073238,104578066,2,7850:32-7810:16-7770:16-7690:4-7594:32-7556:16-7518:16-7442:4-6956:68-6782:68-6181:68-6007:68-5568:60-5394:60-5228:164-5199:36-5025:36-4827:196-4647:64-4619:60-4416:36-4218:92-4181:52-4040:36-4013:32-3975:64-3834:108-3639:36-3599:108-3090:20-3047:100-2827:80-2775:16-938:788-578:216-537:488-404:160-402:184-390:324-388:144-386:32-378:32-376:160-374:60-347:1680-346:128-343:372-334:48-301:702-299:1016-293:2092-195:530-181:504-133:816-132:2144-106:1156-104:5048-102:2216-76:4636-74:368-72:3312-70:6194-68:600-66:4148-64:3956-62:828-60:4384-58:3580-26:7702-12:8756-11:5794-10:15098-8:20122-4:1109390-2:26462-1:9772324-,7850,9075512,0,0,yes
iprotocol.5_F_02,tgba,24290,85902,241848,1,301:30-293:76-195:2-106:68-102:120-70:46-26:70-12:8-11:26-10:14-8:106-4:1542-2:6-1:22176-,301,0,0,0,yes
iprotocol.5_F_03,tgba,11018902,31071582,104572634,1,7850:32-7810:16-7770:16-7690:4-7594:32-7556:16-7518:16-7442:4-6956:68-6782:68-6181:68-6007:68-5568:60-5394:60-5228:164-5199:36-5025:36-4827:196-4647:64-4619:60-4416:36-4218:92-4181:52-4040:36-4013:32-3975:64-3834:108-3639:36-3599:108-3090:20-3047:100-2827:80-2775:16-938:788-578:216-537:488-404:160-402:184-390:324-388:144-386:32-378:32-376:160-374:60-347:1680-346:128-343:372-334:48-301:702-299:1016-293:2092-195:530-181:504-133:816-132:2144-106:1156-104:5048-102:2216-76:4636-74:368-72:3312-70:6194-68:600-66:4148-64:3956-62:828-60:4384-58:3580-26:7702-12:8756-11:5794-10:15098-8:20122-4:1109390-2:26462-1:9770668-,7850,9075512,0,0,no
iprotocol.5_F_04,tgba,16683208,46793034,194010571,2,7850:48-7810:24-7770:24-7690:6-7594:48-7556:24-7518:24-7442:6-6956:102-6782:102-6181:102-6007:102-5568:90-5394:90-5228:246-5199:54-5025:54-4827:294-4647:96-4619:90-4416:54-4218:138-4181:78-4040:54-4013:48-3975:96-3834:162-3639:54-3599:162-3090:30-3047:150-2827:120-2775:24-938:1182-578:324-537:732-404:240-402:276-390:486-388:216-386:48-378:48-376:240-374:90-347:2520-346:192-343:558-334:72-301:1068-299:1524-293:3176-195:796-181:756-133:1224-132:3216-106:1768-104:7572-102:3384-76:6954-74:552-72:4968-70:9314-68:900-66:6222-64:5934-62:1242-60:6576-58:5370-26:11588-12:13138-11:8704-10:22654-8:30236-4:1664856-2:39696-1:14809800-,7850,13613268,0,0,yes
iprotocol.5_F_06,tgba,16584283,46611177,153714911,2,7850:48-7810:24-7770:24-7690:6-7594:48-7556:24-7518:24-7442:6-6956:102-6782:102-6181:102-6007:102-5568:90-5394:90-5228:246-5199:54-5025:54-4827:294-4647:96-4619:90-4416:54-4218:138-4181:78-4040:54-4013:48-3975:96-3834:162-3639:54-3599:162-3090:30-3047:150-2827:120-2775:24-938:1182-578:324-537:732-404:240-402:276-390:486-388:216-386:48-378:48-376:240-374:90-347:2520-346:192-343:558-334:72-301:1068-299:1524-293:3176-195:796-181:756-133:1224-132:3144-106:1768-104:7428-102:3384-76:6954-74:552-72:4968-70:9314-68:900-66:6222-64:5934-62:1242-60:6576-58:5370-26:11588-12:13138-11:8704-10:22018-8:29954-4:1647868-2:39690-1:14729003-,7850,13613268,0,0,no
iprotocol.6_F_01,tgba,10671540,41387666,139545732,2,5228:504-4827:504-4752:508-4647:512-4541:508-4417:512-4181:252-4013:256-3953:252-3785:256-938:504-537:1016-494:508-404:252-386:256-380:252-362:256-347:504-343:508-301:2030-299:1016-293:3032-283:1528-195:3058-133:1016-132:508-108:2544-106:1012-104:3544-102:1012-80:1016-76:15944-74:508-72:4572-70:12366-26:11662-12:8436-11:2610-10:8436-8:15132-4:1069532-2:81838-1:9411068-,5228,18475388,0,0,yes
iprotocol.6_F_02,tgba,1918,7976,22480,1,301:6-293:8-195:2-106:4-102:4-70:2-26:6-12:4-11:2-10:4-8:4-4:96-2:6-1:1770-,301,0,0,0,yes
iprotocol.6_F_03,tgba,10671358,41387484,139545158,1,5228:504-4827:504-4752:508-4647:512-4541:508-4417:512-4181:252-4013:256-3953:252-3785:256-938:504-537:1016-494:508-404:252-386:256-380:252-362:256-347:504-343:508-301:2030-299:1016-293:3032-283:1528-195:3058-133:1016-132:508-108:2544-106:1012-104:3544-102:1012-80:1016-76:15944-74:508-72:4572-70:12366-26:11662-12:8436-11:2610-10:8436-8:15132-4:1069532-2:81838-1:9410886-,5228,18475388,0,0,no
iprotocol.6_F_04,tgba,16118443,62195661,258517149,2,5228:756-4827:756-4752:762-4647:768-4541:762-4417:768-4181:378-4013:384-3953:378-3785:384-938:756-537:1524-494:762-404:378-386:384-380:378-362:384-347:756-343:762-301:3048-299:1524-293:4552-283:2292-195:4588-133:1524-132:762-108:3816-106:1520-104:5316-102:1520-80:1524-76:23916-74:762-72:6858-70:18550-26:17496-12:12656-11:3916-10:12656-8:22700-4:1604346-2:122760-1:14227661-,5228,27713082,0,0,yes
iprotocol.6_F_06,tgba,15968080,61875072,204798545,2,5228:756-4827:756-4752:762-4647:768-4541:762-4417:768-4181:378-4013:384-3953:378-3785:384-938:756-537:1524-494:762-404:378-386:384-380:378-362:384-347:756-343:762-301:3048-299:1524-293:4552-283:2292-195:4588-133:1524-132:762-108:3308-106:1520-104:5316-102:1520-80:1524-76:23916-74:762-72:6858-70:18550-26:17496-12:12656-11:3916-10:11874-8:20326-4:1573610-2:122754-1:14111704-,5228,27713082,0,0,no
iprotocol.7_F_01,tgba,21630119,59794757,200830374,2,8323:284-8141:284-7236:284-6773:444-6557:256-6515:164-6282:164-6052:164-6011:164-5361:100-5317:300-5069:192-5001:64-1082:1016-666:164-619:1028-476:328-474:328-462:500-460:200-438:320-428:128-401:1528-395:656-347:1342-345:1464-339:3098-225:1218-209:328-153:1312-152:2372-122:1620-120:5736-118:2622-88:10712-86:568-84:6248-82:9240-80:2436-78:10140-76:10852-30:9452-12:13834-11:7864-10:20476-8:29492-4:2201960-2:74278-1:19192395-,8323,20017468,0,0,yes
iprotocol.7_F_02,tgba,7682,30740,86937,1,347:14-339:26-225:2-122:20-118:30-80:12-30:20-12:6-11:8-10:8-8:24-4:376-2:6-1:7130-,347,0,0,0,yes
iprotocol.7_F_03,tgba,21629554,59794192,200828479,1,8323:284-8141:284-7236:284-6773:444-6557:256-6515:164-6282:164-6052:164-6011:164-5361:100-5317:300-5069:192-5001:64-1082:1016-666:164-619:1028-476:328-474:328-462:500-460:200-438:320-428:128-401:1528-395:656-347:1342-345:1464-339:3098-225:1218-209:328-153:1312-152:2372-122:1620-120:5736-118:2622-88:10712-86:568-84:6248-82:9240-80:2436-78:10140-76:10852-30:9452-12:13834-11:7864-10:20476-8:29492-4:2201960-2:74278-1:19191830-,8323,20017468,0,0,no
iprotocol.7_F_04,tgba,32643076,89901562,372021343,2,8323:426-8141:426-7236:426-6773:666-6557:384-6515:246-6282:246-6052:246-6011:246-5361:150-5317:450-5069:288-5001:96-1082:1524-666:246-619:1542-476:492-474:492-462:750-460:300-438:480-428:192-401:2292-395:984-347:2020-345:2196-339:4660-225:1828-209:492-153:1968-152:3558-122:2440-120:8604-118:3948-88:16068-86:852-84:9372-82:13860-80:3660-78:15210-76:16278-30:14188-12:20754-11:11800-10:30718-8:44250-4:3303128-2:111420-1:28986214-,8323,30026202,0,0,yes
iprotocol.7_F_06,tgba,32508680,89650984,295373579,2,8323:426-8141:426-7236:426-6773:666-6557:384-6515:246-6282:246-6052:246-6011:246-5361:150-5317:450-5069:288-5001:96-1082:1524-666:246-619:1542-476:492-474:492-462:750-460:300-438:480-428:192-401:2292-395:984-347:2020-345:2196-339:4660-225:1828-209:492-153:1968-152:3476-122:2440-120:8440-118:3948-88:16068-86:852-84:9372-82:13860-80:3660-78:15210-76:16278-30:14188-12:20754-11:11800-10:29814-8:44026-4:3278270-2:111414-1:28878056-,8323,30026202,0,0,no
lamport.1_F_01,tgba,3209,35333,97247,2,7960:1-4764:1-4361:1-4290:1-2217:1-2186:1-1923:1-871:1-103:16-80:8-7:216-1:2961-,7960,27701,0,0,no
lamport.1_F_02,tgba,10465,53731,146657,2,6719:1-4155:1-3737:1-3677:1-3593:1-2524:1-2474:1-1902:1-1676:1-1640:1-1620:1-1122:1-1045:1-1028:1-648:1-426:1-80:32-42:16-7:352-1:10049-,6719,36912,0,0,yes
lamport.1_F_05,tgba,2748,29242,77286,1,6719:1-3737:1-3677:1-3593:1-1676:1-1640:1-1620:1-648:1-80:24-7:216-1:2500-,6719,22662,0,0,no
lamport.1_T_03,tgba,2748,29242,77286,1,6719:1-3737:1-3677:1-3593:1-1676:1-1640:1-1620:1-648:1-80:24-7:216-1:2500-,6719,22662,0,0,no
lamport.1_T_04,tgba,12669,57807,223007,2,6719:1-4155:1-3737:1-3677:1-3593:1-2524:1-2474:1-1902:1-1676:1-1640:1-1620:1-1122:1-1045:1-1028:1-648:1-426:1-278:1-181:1-177:1-80:41-42:16-7:440-1:12153-,6719,36912,0,0,yes
lamport.1_T_06,tgba,29883,56377,204081,2,6719:1-3737:1-3677:1-3593:1-1676:1-1640:1-1620:1-648:1-80:24-7:216-1:29635-,6719,22662,0,0,yes
lamport.2_F_01,tgba,13235,128024,375799,2,24085:1-16365:1-15501:1-15392:1-9517:1-9446:1-8941:1-3284:1-358:2-354:2-316:2-261:4-253:2-249:2-226:2-222:2-156:20-132:10-30:12-26:6-7:396-1:12765-,24085,102531,71343,0,no
lamport.2_F_02,tgba,46104,199245,553802,2,20920:1-13636:1-13544:1-13408:1-11459:1-7951:1-7861:1-7807:1-7789:1-7744:1-5201:1-3504:1-3486:1-3372:1-2727:1-1628:1-761:1-316:6-312:2-308:2-226:8-222:8-218:4-141:2-138:2-132:40-127:4-124:4-76:4-62:20-26:24-7:648-1:45309-,20920,132037,72967,0,yes
lamport.2_F_05,tgba,11800,110920,308254,1,20920:1-13636:1-13544:1-13408:1-7951:1-7861:1-7807:1-2727:1-316:2-312:2-308:2-226:4-222:4-218:4-132:30-26:18-7:396-1:11330-,20920,87854,61508,0,no
lamport.2_F_06,tgba,104321,203441,726741,2,20920:1-13636:1-13544:1-13408:1-7951:1-7861:1-7807:1-2727:1-316:2-312:2-308:2-226:4-222:4-218:4-132:30-26:18-7:396-1:103851-,20920,87854,61508,0,yes
lamport.2_T_03,tgba,11800,110920,303082,1,20920:1-13636:1-13544:1-13408:1-7951:1-7861:1-7807:1-2727:1-316:2-312:2-308:2-226:4-222:4-218:4-132:30-26:18-7:396-1:11330-,20920,87854,61508,0,no
lamport.2_T_04,tgba,57966,215705,845517,2,20920:1-13636:1-13544:1-13408:1-11459:1-7951:1-7861:1-7807:1-7789:1-7744:1-5201:1-3504:1-3486:1-3372:1-2727:1-1628:1-761:1-316:8-312:2-308:2-226:10-222:10-218:4-141:2-138:2-132:50-127:4-124:4-76:4-62:20-26:38-7:884-1:56905-,20920,132037,72967,0,yes
lamport.3_F_01,tgba,9547,45601,135658,2,8053:1-5182:1-4839:1-4775:1-2810:1-2790:1-2540:1-871:1-103:16-80:8-30:12-26:6-7:240-1:9257-,8053,30989,0,0,no
lamport.3_F_02,tgba,20298,67358,185763,2,6812:1-4143:1-4086:1-4028:1-4003:1-2711:1-2664:1-2190:1-2157:1-2144:1-1515:1-1122:1-1006:1-996:1-648:1-426:1-338:1-80:32-42:16-26:24-7:384-1:19825-,6812,38581,0,0,yes
lamport.3_F_05,tgba,8106,38067,107277,1,6812:1-4143:1-4086:1-4003:1-2190:1-2157:1-2144:1-648:1-80:24-26:18-7:240-1:7816-,6812,25535,0,0,no
lamport.3_F_06,tgba,37110,67071,235231,2,6812:1-4143:1-4086:1-4003:1-2190:1-2157:1-2144:1-648:1-80:24-26:18-7:240-1:36820-,6812,25535,0,0,yes
lamport.3_T_03,tgba,8106,38067,102783,1,6812:1-4143:1-4086:1-4003:1-2190:1-2157:1-2144:1-648:1-80:24-26:18-7:240-1:7816-,6812,25535,0,0,no
lamport.3_T_04,tgba,23893,73057,281408,2,6812:1-4143:1-4086:1-4028:1-4003:1-2711:1-2664:1-2190:1-2157:1-2144:1-1515:1-1122:1-1006:1-996:1-648:1-426:1-338:1-257:1-183:1-180:1-80:41-42:16-26:32-7:480-1:23304-,6812,38581,0,0,yes
lamport.5_F_01,tgba,165077,1287845,4543560,2,206631:1-111720:1-100188:1-98991:1-97351:1-47947:1-47450:1-46790:1-41362:1-40710:1-40343:1-18188:1-17944:1-17801:1-15265:1-6215:1-871:48-648:16-103:480-80:480-7:4816-1:159221-,206631,954896,948681,418539,no
lamport.5_F_02,tgba,400342,1984387,6999672,2,175568:1-123260:1-86278:1-85262:1-83864:1-81956:1-63161:1-62311:1-61125:1-51242:1-36060:1-35498:1-35182:1-34754:1-34438:1-34020:1-26260:1-25792:1-25535:1-24215:1-23930:1-23547:1-13480:1-13216:1-13062:1-12970:1-9547:1-9439:1-9289:1-9200:1-4568:1-3216:1-648:80-426:48-80:1416-42:480-7:8188-1:390098-,175568,1331245,1285986,298828,yes
lamport.5_F_05,tgba,140496,1066800,3630664,1,175568:1-86278:1-85262:1-83864:1-81956:1-36060:1-35498:1-35182:1-34754:1-34438:1-34020:1-13480:1-13216:1-13062:1-12970:1-4568:1-648:64-80:960-7:4816-1:134640-,175568,780176,775608,175568,no
lamport.5_T_03,tgba,140496,1066800,3630664,1,175568:1-86278:1-85262:1-83864:1-81956:1-36060:1-35498:1-35182:1-34754:1-34438:1-34020:1-13480:1-13216:1-13062:1-12970:1-4568:1-648:64-80:960-7:4816-1:134640-,175568,780176,775608,175568,no
lamport.5_T_04,tgba,461556,2116197,10592996,2,175568:1-123260:1-86278:1-85262:1-83864:1-81956:1-63161:1-62311:1-61125:1-51242:1-36060:1-35498:1-35182:1-34754:1-34438:1-34020:1-26260:1-25792:1-25535:1-24215:1-23930:1-23547:1-13480:1-13216:1-13062:1-12970:1-9547:1-9439:1-9289:1-9200:1-8246:1-4568:1-4418:1-4350:1-4258:1-3216:1-1840:1-1804:1-1784:1-648:97-426:48-80:1704-42:480-7:9880-1:449308-,175568,1357945,1285986,298828,yes
lamport.5_T_06,tgba,1131543,2057847,9595612,2,175568:1-86278:1-85262:1-83864:1-81956:1-36060:1-35498:1-35182:1-34754:1-34438:1-34020:1-13480:1-13216:1-13062:1-12970:1-4568:1-648:64-80:960-7:4816-1:1125687-,175568,780176,775608,175568,yes
lamport.6_F_01,tgba,1532363,9971297,39249211,2,1078188:1-692439:1-653397:1-650543:1-646440:1-399852:1-398143:1-395750:1-375006:1-372530:1-371040:1-214110:1-212772:1-211947:1-200120:1-47225:1-27514:2-27233:2-27004:2-24280:2-18090:2-17997:2-17904:2-17151:2-17035:2-17034:2-16846:2-16801:2-16729:2-15278:2-15178:2-15034:2-10054:4-9983:4-9912:4-9455:2-9365:2-9311:2-8465:2-8375:2-8321:2-3284:54-2727:18-1447:42-1224:14-387:4-383:4-379:4-346:4-342:4-338:4-275:12-268:4-264:4-260:4-241:8-237:8-233:8-156:720-132:720-65:42-57:14-30:828-26:828-7:16636-1:1512303-,1078188,8064430,7573934,6872277,no
lamport.6_F_02,tgba,3742151,15731380,58253685,2,947350:1-640715:1-579131:1-576685:1-573147:1-568093:1-403100:1-401314:1-398685:1-335121:1-332951:1-331650:1-329918:1-328617:1-326789:1-271973:1-233994:1-232337:1-231322:1-179840:1-178148:1-177116:1-176480:1-168982:1-168398:1-167542:1-95611:1-95044:1-94686:1-61675:1-39032:1-30824:1-25482:1-24280:4-23968:2-23708:2-23500:2-15278:4-15178:4-15162:2-15062:2-15046:2-15034:4-14874:2-14846:2-14774:4-14702:2-14630:2-13158:2-12986:2-12860:2-8766:2-8714:2-8679:2-8579:2-8575:2-8527:2-8465:6-8375:6-8321:6-8285:4-8231:4-8177:4-5577:2-5554:2-5531:2-3665:4-3647:4-3629:4-3596:3-3552:3-3532:3-3246:1-2727:90-1628:54-1224:70-817:4-808:4-805:4-398:42-346:12-342:12-338:16-334:4-330:4-241:28-237:28-233:28-229:12-152:4-149:4-146:4-137:16-134:16-132:2160-131:16-77:12-62:720-57:70-26:2442-7:28285-1:3707841-,947350,11353746,10468932,9259398,yes
lamport.6_F_05,tgba,1371572,8717688,33178636,1,947350:1-579131:1-576685:1-573147:1-568093:1-335121:1-332951:1-331650:1-329918:1-328617:1-326789:1-179840:1-178148:1-177116:1-176480:1-39032:1-24280:2-23968:2-23708:2-23500:2-15278:2-15178:2-15162:2-15062:2-15046:2-15034:2-14874:2-14846:2-14774:4-14702:2-14630:2-8465:4-8375:4-8321:4-8285:4-8231:4-8177:4-2727:72-1224:56-346:4-342:4-338:8-334:4-330:4-241:12-237:12-233:12-229:12-132:1440-57:56-26:1656-7:16636-1:1351512-,947350,6994004,6529700,5941036,no
lamport.6_F_06,tgba,7884047,15230163,69947212,2,947350:1-579131:1-576685:1-573147:1-568093:1-335121:1-332951:1-331650:1-329918:1-328617:1-326789:1-179840:1-178148:1-177116:1-176480:1-39032:1-24280:2-23968:2-23708:2-23500:2-15278:2-15178:2-15162:2-15062:2-15046:2-15034:2-14874:2-14846:2-14774:4-14702:2-14630:2-8465:4-8375:4-8321:4-8285:4-8231:4-8177:4-2727:72-1224:56-346:4-342:4-338:8-334:4-330:4-241:12-237:12-233:12-229:12-132:1440-57:56-26:1656-7:16636-1:7863987-,947350,6994004,6529700,5941036,yes
